ChargeThreshold_fC,Probability,CrossSection_cm2,CrossSection_Uncertainty_cm2
1.4202624488902842,5.612852808553725e-08,8.980564493685963e-19,1.179209328049317e-19
1.4601157010114114,5.4192520095966755e-08,8.670803215354684e-19,1.1586884226481293e-19
1.5010872546872063,5.322474311105907e-08,8.515958897769455e-19,1.1482943491046493e-19
1.5432084900008645,5.322474311105907e-08,8.515958897769455e-19,1.1482943491046493e-19
1.5865116675759114,5.128950602374971e-08,8.206320963799957e-19,1.1272266393200718e-19
1.6310299532845942,5.128950602374971e-08,8.206320963799957e-19,1.1272266393200718e-19
1.676797443649597,4.935389687307179e-08,7.89662349969149e-19,1.1057495191979708e-19
1.72384919195854,4.64505999116227e-08,7.432095985859635e-19,1.0727334591388859e-19
1.7722212351112716,4.4515322078950706e-08,7.122451532632115e-19,1.0501509694149852e-19
1.8219506212205012,3.9676006068475546e-08,6.34816097095609e-19,9.914183751921184e-20
1.8730754379869226,3.8708357024006544e-08,6.193337123841049e-19,9.79253494525252e-20
1.9256348418705564,3.7740374100394546e-08,6.03845985606313e-19,9.669278759297726e-20
1.9796690880806542,3.580461209639907e-08,5.728737935423854e-19,9.417991609676157e-20
2.035219561407134,3.386906906962395e-08,5.419051051139834e-19,9.159878399179232e-20
2.0923288079171596,3.386906906962395e-08,5.419051051139834e-19,9.159878399179232e-20
2.1510405675411457,3.19335408275947e-08,5.109366532415154e-19,8.894294611648189e-20
2.2113998075731347,3.19335408275947e-08,5.109366532415154e-19,8.894294611648189e-20
2.273452757111219,3.0965602840296924e-08,4.954496454447509e-19,8.758423701387842e-20
2.3372469424643683,2.903058589436114e-08,4.644893743097784e-19,8.480399533432557e-20
2.402831223552801,2.7095122961327435e-08,4.3352196738123914e-19,8.19281884321183e-20
2.470255831329757,2.419185801409185e-08,3.8706972822546973e-19,7.741433207917023e-20
2.5395724062533502,2.419185801409185e-08,3.8706972822546973e-19,7.741433207917023e-20
2.610834037837958,2.419185801409185e-08,3.8706972822546973e-19,7.741433207917023e-20
2.6840953053154415,2.419185801409185e-08,3.8706972822546973e-19,7.741433207917023e-20
2.7594123194373386,2.419185801409185e-08,3.8706972822546973e-19,7.741433207917023e-20
2.83684276545005,2.3223779862746595e-08,3.7158047780394565e-19,7.58489954847333e-20
2.916445947275925,2.3223779862746595e-08,3.7158047780394565e-19,7.58489954847333e-20
2.9982828329340925,2.0321391988545656e-08,3.2514227181673064e-19,7.095194497268632e-20
3.082416101235827,2.0321391988545656e-08,3.2514227181673064e-19,7.095194497268632e-20
3.1689101897902043,2.0321391988545656e-08,3.2514227181673064e-19,7.095194497268632e-20
3.2578313443568097,1.8385821022093295e-08,2.941731363534928e-19,6.74879939386755e-20
3.3492476695833258,1.8385821022093295e-08,2.941731363534928e-19,6.74879939386755e-20
3.4432291811668323,1.8385821022093295e-08,2.941731363534928e-19,6.74879939386755e-20
3.539847859478776,1.7418673960492015e-08,2.7869878336787234e-19,6.569016264102227e-20
3.6391777046946854,1.7418673960492015e-08,2.7869878336787234e-19,6.569016264102227e-20
3.74129479347085,1.6450884053483605e-08,2.6321414485573776e-19,6.383892215468993e-20
3.846277337211378,1.54828280210495e-08,2.4772524833679207e-19,6.193140791756324e-20
3.9542057419702537,1.3547618873417377e-08,2.1676190197467813e-19,5.793210621965626e-20
4.065162670034274,1.3547618873417377e-08,2.1676190197467813e-19,5.793210621965626e-20
4.179233103234036,1.2580520007759332e-08,2.012883201241494e-19,5.582738640651906e-20
4.296504408031459,1.2580520007759332e-08,2.012883201241494e-19,5.582738640651906e-20
4.417066402433692,1.2580520007759332e-08,2.012883201241494e-19,5.582738640651906e-20
4.541011424784663,1.2580520007759332e-08,2.012883201241494e-19,5.582738640651906e-20
4.668434404486946,1.1612829053774477e-08,1.858052648603917e-19,5.3637367494090994e-20
4.799432934708126,1.064599514938891e-08,1.7033592239022262e-19,5.135810104475219e-20
4.934107347127334,1.064599514938891e-08,1.7033592239022262e-19,5.135810104475219e-20
5.072560788779203,1.064599514938891e-08,1.7033592239022262e-19,5.135810104475219e-20
5.214899301054111,9.677977068349719e-09,1.5484763309359557e-19,4.8967087416186154e-20
5.361231900915206,8.710119174793363e-09,1.3936190679669387e-19,4.645412967748959e-20
5.511670664394411,6.77487812936306e-09,1.08398050069809e-19,4.0970914176851606e-20
5.666330812431388,6.77487812936306e-09,1.08398050069809e-19,4.0970914176851606e-20
5.825330799121161,6.77487812936306e-09,1.08398050069809e-19,4.0970914176851606e-20
5.988792402438026,5.807236069813371e-09,9.291577711701396e-20,3.793304271374373e-20
6.156840817505212,4.839322995394468e-09,7.742916792631152e-20,3.462754162435638e-20
6.329604752481738,4.839322995394468e-09,7.742916792631152e-20,3.462754162435638e-20
6.507216527139885,4.839322995394468e-09,7.742916792631152e-20,3.462754162435638e-20
6.689812174208841,4.839322995394468e-09,7.742916792631152e-20,3.462754162435638e-20
6.877531543562052,3.871697001159191e-09,6.194715201854709e-20,3.0974124076472096e-20
7.070518409328124,3.871697001159191e-09,6.194715201854709e-20,3.0974124076472096e-20
7.26892058000735,3.871697001159191e-09,6.194715201854709e-20,3.0974124076472096e-20
7.472890011678117,3.871697001159191e-09,6.194715201854709e-20,3.0974124076472096e-20
7.682582924379963,2.903733868151903e-09,4.645974189043047e-20,2.682437831019605e-20
7.89815992176239,2.903733868151903e-09,4.645974189043047e-20,2.682437831019605e-20
8.119786114091083,1.935711828991771e-09,3.097138926386835e-20,2.1900652421961515e-20
8.34763124470574,1.935711828991771e-09,3.097138926386835e-20,2.1900652421961515e-20
8.581869820026375,9.677538182586431e-10,1.5484061092138297e-20,1.548513758193309e-20
8.822681243207658,9.677538182586431e-10,1.5484061092138297e-20,1.548513758193309e-20
9.070249951543659,9.677538182586431e-10,1.5484061092138297e-20,1.548513758193309e-20
9.324765557728242,9.677538182586431e-10,1.5484061092138297e-20,1.548513758193309e-20
9.586422995079284,9.677538182586431e-10,1.5484061092138297e-20,1.548513758193309e-20
9.855422666837963,9.677538182586431e-10,1.5484061092138297e-20,1.548513758193309e-20
